,keyword,title,summary,date,href
67, AI ,Petia Dimitrova: The challenging environment drives us to be even bigger winners,"Interview with Petia Dimitrova, Chief Executive Officer and Chairperson of the Management Board of Postbank for the Investor Digest Magazine",7 април 2023,https://mediacenter.postbank.bg/petia-dimitrova-challenging-environment-drives-bigger-winners/
68, AI ,Petia Dimitrova: The code of success is embedded in our corporate DNA,Petia Dimitrova for Insights Success: “The 10 Most Promising CEOs to Watch in 2022“ Edition,15 януари 2022,https://mediacenter.postbank.bg/petia-dimitrova-code-success-embedded-corporate-dna/
69, AI ,Petia Dimitrova: The digital future is now,"Interview with Petia Dimitrova, Chief Executive Officer and Chairperson of the Management Board of Postbank. ",10 юли 2021,https://mediacenter.postbank.bg/12324/
70, AI ,Petia Dimitrova: The ESG Principles are Part of our Everyday Business Processes at Postbank,An interview with Petia Dimitrova for BGLOBAL magazine – special edition “ESG Investors”,2 август 2022,https://mediacenter.postbank.bg/petia-dimitrova-esg-principles-part-everyday-business-processes-postbank/
71, AI ,Petia Dimitrova: The Eurozone Accession is a strategic goal that will be the key goal for banks in 2024,"Interview with Petia Dimitrova, Chief Executive Officer and Chairperson of the Executive Board of Postbank and Chairperson of ABB for the “24 Hours” newspaper",6 декември 2023,https://mediacenter.postbank.bg/petia-dimitrova-eurozone-accession-strategic-goal-key-goal-banks-2024/
72, AI ,"Petia Dimitrova: The leader is distinguished by his courage, creativity, and desire for success","On the occasion of 8 March, Banker Special approached Mrs. Petia Dimitrova, CEO and Chairperson of the Management Board of Postbank, for an interview",10 март 2023,https://mediacenter.postbank.bg/petia-dimitrova-leader-distinguished-courage-creativity-desire-success/
73, AI ,"Petia Dimitrova: The new bank normality has taught us to be more effective, bold and faster in introducing innovation","Speaking to Forbes, the CEO and Chairperson of the Management Board of Postbank said that on the one hand Postbank sees digitalization as a tool aimed at end customers, but also seeks to help the environment develop in this direction. The bank will continue to offer more innovations so that customers can choose from a wide range of products and services.",4 ноември 2020,https://mediacenter.postbank.bg/petia-dimitrova-bank-normality-taught-effective-bold-faster-introducing-innovation/
74, AI ,Petia Dimitrova: The speed of joining the eurozone and the path towards it are equally important,"Subtitle: Bankers Talk is the new series of Money.bg in which the editorial team meets the audience with the key bank managers in Bulgaria. The people, who are the best acquainted with the banking sector, will comment on current banking issues in a series of interviews.",22 юли 2019,https://mediacenter.postbank.bg/petia-dimitrova-speed-joining-eurozone-path-equally-important/
75, AI ,Petia Dimitrova: We create innovative products with actual value for customers,Interview with Petia Dimitrova for Banker Special. ,5 юли 2021,https://mediacenter.postbank.bg/petia-dimitrova-create-innovative-products-actual-customers/
76, AI ,"Petia Dimitrova: We encourage entrepreneurs, because today business is speed",The latest BNB data show an increase in corporate lending by over 2 percent. ,28 юли 2017,https://mediacenter.postbank.bg/petia-dimitrova-encourage-entrepreneurs-today-business-speed/
77, AI ,Petia Dimitrova: We Follow the Market for Potential Consolidations and Are Ready to Broaden Our Presence,"An interview with Petia Dimitrova, CEO and Chairperson of the Management Board of Postbank for 24 Hours",20 май 2022,https://mediacenter.postbank.bg/petia-dimitrova-follow-market-potential-consolidations-ready-broaden-presence/
78, AI ,Petia Dimitrova: We Launched a Large-Scale Strategic Partnership with Doverie PAC in Offering High-Quality Products to Our Customers,"Interview with Petia Dimitrova, CEO and Chairperson of the Management Board of Postbank for the finance and economy website investor.bg. ",20 октомври 2021,https://mediacenter.postbank.bg/petia-dimitrova-launched-large-scale-strategic-partnership-doverie-pac-offering-high-quality-products-customers/
79, AI ,Petia Dimitrova: We lend a hand to the future digital experts,7 December 2018.,7 декември 2018,https://mediacenter.postbank.bg/petia-dimitrova-lend-hand-future-digital-experts/
80, AI ,Petia Dimitrova: We Offer Innovative Products Based on Customer Experience.,"World Finance Magazine, Summer issue – July 2021.",10 юни 2021,https://mediacenter.postbank.bg/world-finance-magazine-summer-issue-july-2021-petia-dimitrova-chief-executive-officer-chairperson-management-board-postbank/
81, AI ,"Petia Dimitrova: We Strive to Broaden Our Market Share Not Only Through Organic Growth, But Also Through New Consolidations","Interview with Petia Dimitrova, CEO and Chairperson of the Management Board of Postbank for 24 Hours Newspaper. ",6 декември 2021,https://mediacenter.postbank.bg/petia-dimitrova-strive-broaden-market-share-organic-growth-consolidations/
82, AI ,Petia Dimitrova: We support entrepreneurs in order to change the Bulgarian business environment together,"We are launching in September the trainings in our unique programme, implemented jointly with Endeavor, Postbank CEO Petia Dimitrova says.",14 август 2019,https://mediacenter.postbank.bg/petia-dimitrova-support-entrepreneurs-order-change-bulgarian-business-environment/
83, AI ,Petia Dimitrova: We will continue to develop Postbank’s huge potential,Petia Dimitrova is Chief Executive Officer and Chairperson of the Management Board of Postbank. ,6 януари 2017,https://mediacenter.postbank.bg/petia-dimitrova-continue-develop-postbanks-huge-potential/
84, AI ,Petia Dimitrova: We will continue to work towards ensuring that banks retain their image as sound financial institutions that operate transparently and predictably,"Interview with Petia Dimitrova, Chairperson of the Executive Board of the Association of Banks in Bulgaria (ABB) for the 24 chasa newspaper",29 юни 2023,https://mediacenter.postbank.bg/petia-dimitrova-continue-work-ensuring-banks-retain-image-sound-financial-institutions-operate-transparently-predictably/
85, AI ,"Petia Dimitrova: We, at Postbank, believe in green ideas and develop them in our products","Interview with Petia Dimitrova, Chief Executive Officer and Chairperson of the Management Board of Postbank for “24 chasa”",16 януари 2023,https://mediacenter.postbank.bg/petia-dimitrova-we-postbank-green-ideas-develop-products/
86, AI ,"Petia Dimitrova: With the expected acquisition of BNP Paribas Personal Finance, our clients will receive even faster, more affordable and innovative services","Interview with Petia Dimitrova, Chief Executive Officer and Chairperson of the Management Board of Postbank for the financial and economic portal Money.bg",16 декември 2022,https://mediacenter.postbank.bg/petia-dimitrova-expected-acquisition-bnp-paribas-personal-finance-clients-receive-faster-affordable-innovative-services/
87, AI ,Petia Dimitrova: “Innovations give us the necessary energy to change banking”,Interview for The World Financial Review Magazine.,1 юни 2021,https://mediacenter.postbank.bg/mrs-petia-dimitrova-chief-executive-officer-chairperson-management-board-postbank/
88, AI ,Petia Dimitrova: “Postbank is merging with Piraeus Bank Bulgaria in order to provide more options to our clients”,7 November 2019.,7 ноември 2019,https://mediacenter.postbank.bg/petia-dimitrova-postbank-merging-piraeus-bank-bulgaria-order-provide-options-clients/
89, AI ,Postbank Business Run 2019 събра над 11 000 лева в подкрепа на две каузи,"Общо 306 отбора от 119 компании от различни бизнес сектори се включиха в благотворителното щафетно бягане Postbank Business Run 2019, което се проведе вчера на територията на Бизнес Парк София. Седмото и най-мащабно издание на междуфирменото състезание се организира за пореден път от спортен клуб „Бегач“ с подкрепата на Пощенска банка.",3 юни 2019,https://mediacenter.postbank.bg/postbank-business-run-2019-%d1%81%d1%8a%d0%b1%d1%80%d0%b0-%d0%bd%d0%b0%d0%b4-11-000-%d0%bb%d0%b5%d0%b2%d0%b0-%d0%b2-%d0%bf%d0%be%d0%b4%d0%ba%d1%80%d0%b5%d0%bf%d0%b0-%d0%bd%d0%b0-%d0%b4%d0%b2%d0%b5/
90, AI ,The adoption of Europe’s single currency is a strategic move and a challenge for all of us,"An article by Mrs. Petia Dimitrova, CEO and Chairperson of the Management Board of Postbank and Chairperson of the Association of Banks in Bulgaria, for the first issue of the ABB quarterly e-newsletter for 2024",18 януари 2024,https://mediacenter.postbank.bg/adoption-europes-single-currency-strategic-move-challenge/
91, AI ,The bank in your smartphone,"The first thing Petia Dimitrova, CEO and chairman of the Management Board at Postbank, does when he arrives in her office in the morning is to check her special hotline. ",25 октомври 2017,https://mediacenter.postbank.bg/bank-smartphone/
92, AI ,"Winner in the European Retail Banking Awards 2019, Forbes Magazine",Forbes Magazine.,4 януари 2020,https://mediacenter.postbank.bg/winner-european-retail-banking-awards-2019-forbes-magazine/
93, AI ,"World Finance Magazine, July 2020: Interview with Petia Dimitrova, CEO and Chairperson of the Management Board, Postbank","Petia Dimitrova, Postbank’s CEO and Chairperson of the Management Board: Our success – ambitious team and strong clients.",7 юли 2020,https://mediacenter.postbank.bg/world-finance-magazine-july-2020-interview-petia-dimitrova-ceo-chairperson-management-board-postbank/
94, AI ,"World Finance Magazine, Winter issue Petia Dimitrova, Chief Executive Officer and Chairperson of the Management Board of Postbank",Petia Dimitrova: “Successful companies will be those ready for bolder reforms aimed at better customer experience”.,13 януари 2021,https://mediacenter.postbank.bg/world-finance-magazine-winter-issue-petia-dimitrova-chief-executive-officer-chairperson-management-board-postbank/
95, AI ,"World Finance Magazine: Interview with Petia Dimitrova, CEO and Chairperson of the Management Board, Postbank","Thanks to solid economic growth, Bulgaria’s banking sector has seen stellar performance in recent years. Now, as it pushes ahead with digitalisation, it’s emerging as a titan in the region.",11 юли 2019,https://mediacenter.postbank.bg/world-finance-magazine-interview-petia-dimitrova-ceo-chairperson-management-board-postbank/
96, AI ,Александра Димитрова в #СтажантскаПрограма,"Александра Димитрова е сред успешните стажанти, които посрещаме от Американския университет в България.",16 юли 2021,https://mediacenter.postbank.bg/%d0%b0%d0%bb%d0%b5%d0%ba%d1%81%d0%b0%d0%bd%d0%b4%d1%80%d0%b0-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b2-%d1%81%d1%82%d0%b0%d0%b6%d0%b0%d0%bd%d1%82%d1%81%d0%ba%d0%b0%d0%bf%d1%80/
97, AI ,"Асен Ягодин, изпълнителен директор на Пощенска банка: Пощенска банка отпусна € 120 млн. нови фирмени кредити за 6 месеца",Съживяването на бизнеса в българските градове е добра новина и за кредитирането на гражданите,25 юни 2015,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%b8%d0%b7%d0%bf%d1%8a%d0%bb%d0%bd%d0%b8%d1%82%d0%b5%d0%bb%d0%b5%d0%bd-%d0%b4%d0%b8%d1%80%d0%b5%d0%ba%d1%82%d0%be%d1%80-%d0%bd%d0%b0/
98, AI ,"Асен ЯГОДИН, член на УС и изпълнителен директор на Пощенска банка с ресор “Корпоративно банкиране и капиталови пазари”: Подаваме ръка на бизнеса, за да растем заедно","Асен ЯГОДИН, член на УС и изпълнителен директор на Пощенска банка с ресор “Корпоративно банкиране и капиталови пазари”: Подаваме ръка на бизнеса, за да растем заедно
в. “24 часа” Бележим ръст от 9% при корпоративното кредитиране при среден ръст за пазара от 7,6%, имаме и ръст от близо 8% при потребителското и жилищното кредитиране - Г-н Ягодин, каква беше 2018 г. за банките в България? В сектора има много новини -процеси на консолидация, нови стрес тестове заради членството в Банковия съюз?
20 декември 2018
Научете повече",20 декември 2018,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d1%87%d0%bb%d0%b5%d0%bd-%d0%bd%d0%b0-%d1%83%d1%81-%d0%b8-%d0%b8%d0%b7%d0%bf%d1%8a%d0%bb%d0%bd%d0%b8%d1%82%d0%b5%d0%bb%d0%b5%d0%bd-%d0%b4/
