,keyword,title,summary,date,href
370,блокчейн,Пощенска банка кани предприемачи и стартъп компании от България във второто регионално състезание Beyond Hackathon,"За втора поредна година Пощенска банка подкрепя иновациите в сектора на финансовите услуги и обяви старта на Beyond Hackathon, регионално състезание на за разработване на финансови технологии. ",22 февруари 2017,https://mediacenter.postbank.bg/%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%ba%d0%b0%d0%bd%d0%b8-%d0%bf%d1%80%d0%b5%d0%b4%d0%bf%d1%80%d0%b8%d0%b5%d0%bc%d0%b0%d1%87%d0%b8-%d0%b8-%d1%81%d1%82/
371,блокчейн,Проект “NFTIFICATION”,Проектът “NFTIFICATION” е един от 30-те финалисти в категория “Дигитални иновации”. ,20 август 2021,https://mediacenter.postbank.bg/%d0%bf%d1%80%d0%be%d0%b5%d0%ba%d1%82-nftification/
372,финтех,Сериозните ресурси и широката клиентска база на Пощенска банка са предпоставки за успешна колаборация с високотехнологичните компании,"Николай Лазаров, началник управление “Продажби Индивидуални клиенти“ и Борислав Диков, началник отдел “Дигитално банкиране“ в Пощенска банка, взеха участие в конференция на тема „Дигитализация и киберсигурност“, организирана от в. „Банкер“",7 юни 2022,https://mediacenter.postbank.bg/%d1%81%d0%b5%d1%80%d0%b8%d0%be%d0%b7%d0%bd%d0%b8%d1%82%d0%b5-%d1%80%d0%b5%d1%81%d1%83%d1%80%d1%81%d0%b8-%d0%b8-%d1%88%d0%b8%d1%80%d0%be%d0%ba%d0%b0%d1%82%d0%b0-%d0%ba%d0%bb%d0%b8%d0%b5%d0%bd%d1%82/
373,финтех,Сериозните ресурси и широката клиентска база на Пощенска банка са предпоставки за успешна колаборация с високотехнологичните компании,"Николай Лазаров, началник управление “Продажби Индивидуални клиенти“ и Борислав Диков, началник отдел “Дигитално банкиране“ в Пощенска банка, взеха участие в конференция на тема „Дигитализация и киберсигурност“, организирана от в. „Банкер“",7 юни 2022,https://mediacenter.postbank.bg/%d1%81%d0%b5%d1%80%d0%b8%d0%be%d0%b7%d0%bd%d0%b8%d1%82%d0%b5-%d1%80%d0%b5%d1%81%d1%83%d1%80%d1%81%d0%b8-%d0%b8-%d1%88%d0%b8%d1%80%d0%be%d0%ba%d0%b0%d1%82%d0%b0-%d0%ba%d0%bb%d0%b8%d0%b5%d0%bd%d1%82-2/
374,финтех,Филип Попов на #NEXT DIFI 2022: В Пощенска банка осигуряваме персонализирано клиентско преживяване с фокус върху взаимоотношенията с нашите клиенти,Водещият финансов форум се реализира с подкрепата на Пощенска банка,13 октомври 2022,https://mediacenter.postbank.bg/%d1%84%d0%b8%d0%bb%d0%b8%d0%bf-%d0%bf%d0%be%d0%bf%d0%be%d0%b2-%d0%bd%d0%b0-next-difi-2022-%d0%b2-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%be%d1%81%d0%b8/
375,финтех,Филип Попов на #NEXT DIFI 2022: В Пощенска банка осигуряваме персонализирано клиентско преживяване с фокус върху взаимоотношенията с нашите клиенти,Водещият финансов форум се реализира с подкрепата на Пощенска банка,13 октомври 2022,https://mediacenter.postbank.bg/%d1%84%d0%b8%d0%bb%d0%b8%d0%bf-%d0%bf%d0%be%d0%bf%d0%be%d0%b2-%d0%bd%d0%b0-next-difi-2022-%d0%b2-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%be%d1%81%d0%b8-2/
376,финтех,22-ма предприемачи от 12 компании влизат в петото издание на Dare to Scale,"Компаниите, част от новата кохорта, са генерирали приходи от над 15 млн. лева за изминалата година",8 юни 2023,https://mediacenter.postbank.bg/22-%d0%bc%d0%b0-%d0%bf%d1%80%d0%b5%d0%b4%d0%bf%d1%80%d0%b8%d0%b5%d0%bc%d0%b0%d1%87%d0%b8-%d0%be%d1%82-12-%d0%ba%d0%be%d0%bc%d0%bf%d0%b0%d0%bd%d0%b8%d0%b8-%d0%b2%d0%bb%d0%b8%d0%b7%d0%b0%d1%82-%d0%b2/
377,финтех,Ангел Матеев: Следваме ясна стратегия за дигитализация и инвестиции в устойчиво развитие,ESG стратегията на Пощенска банка бе представена от началника на сектор “Банкиране на дребно“ по време на конференцията “Зеленият преход и дигиталният бум“. ,3 ноември 2021,https://mediacenter.postbank.bg/%d0%b0%d0%bd%d0%b3%d0%b5%d0%bb-%d0%bc%d0%b0%d1%82%d0%b5%d0%b5%d0%b2-%d1%81%d0%bb%d0%b5%d0%b4%d0%b2%d0%b0%d0%bc%d0%b5-%d1%8f%d1%81%d0%bd%d0%b0-%d1%81%d1%82%d1%80%d0%b0%d1%82%d0%b5%d0%b3%d0%b8%d1%8f/
378,финтех,Ангел Матеев: Следваме ясна стратегия за дигитализация и инвестиции в устойчиво развитие,ESG стратегията на Пощенска банка бе представена от началника на сектор “Банкиране на дребно“ по време на конференцията “Зеленият преход и дигиталният бум“. ,3 ноември 2021,https://mediacenter.postbank.bg/%d0%b0%d0%bd%d0%b3%d0%b5%d0%bb-%d0%bc%d0%b0%d1%82%d0%b5%d0%b5%d0%b2-%d1%81%d0%bb%d0%b5%d0%b4%d0%b2%d0%b0%d0%bc%d0%b5-%d1%8f%d1%81%d0%bd%d0%b0-%d1%81%d1%82%d1%80%d0%b0%d1%82%d0%b5%d0%b3%d0%b8%d1%8f-2/
379,финтех,Асен Ягодин в “Шумът на парите” 2019: Перспективите пред бизнес кредитирането са блестящи,"Перспективите пред бизнес кредитирането в България са блестящи. Това посочи Асен Ягодин, член на УС и изпълнителен директор на Пощенска банка, по време на форума Шумът на парите, организиран от Profit.bg.",17 април 2019,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%b2-%d1%88%d1%83%d0%bc%d1%8a%d1%82-%d0%bd%d0%b0-%d0%bf%d0%b0%d1%80%d0%b8%d1%82%d0%b5-2019-%d0%bf%d0%b5%d1%80%d1%81%d0%bf%d0%b5%d0%ba/
380,финтех,Асен Ягодин в “Шумът на парите“ 2021: “Банките ще продължим да имплементираме дигитални решения в интерес на клиентите ни”,"Асен Ягодин, член на УС и изпълнителен директор на Пощенска Банка, бе гост в 12-то издание на едно от най-големите икономически събития.",3 юни 2021,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%b2-%d1%88%d1%83%d0%bc%d1%8a%d1%82-%d0%bd%d0%b0-%d0%bf%d0%b0%d1%80%d0%b8%d1%82%d0%b5-2021-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8/
381,финтех,Асен Ягодин в “Шумът на парите“ 2021: “Банките ще продължим да имплементираме дигитални решения в интерес на клиентите ни”,"Асен Ягодин, член на УС и изпълнителен директор на Пощенска Банка, бе гост в 12-то издание на едно от най-големите икономически събития.",3 юни 2021,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%b2-%d1%88%d1%83%d0%bc%d1%8a%d1%82-%d0%bd%d0%b0-%d0%bf%d0%b0%d1%80%d0%b8%d1%82%d0%b5-2021-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8-2/
382,финтех,Асен Ягодин в “Шумът на парите”-2020: Налице е видим ръст в търсенето на дигитални банкови услуги и мобилно банкиране,"Асен Ягодин, член на УС и изпълнителен директор на Пощенска банка беше лектор в 11-ото издание на престижния финансов форум “Шумът на парите”-2020 и съвместно с други експерти участва в панелна дискусия, посветена на ролята на банките за възстановяването след кризата.",11 юни 2020,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%b2-%d1%88%d1%83%d0%bc%d1%8a%d1%82-%d0%bd%d0%b0-%d0%bf%d0%b0%d1%80%d0%b8%d1%82%d0%b5-2020-%d0%bd%d0%b0%d0%bb%d0%b8/
383,финтех,Асен Ягодин в “Шумът на парите”-2020: Налице е видим ръст в търсенето на дигитални банкови услуги и мобилно банкиране,"Асен Ягодин, член на УС и изпълнителен директор на Пощенска банка беше лектор в 11-ото издание на престижния финансов форум “Шумът на парите”-2020 и съвместно с други експерти участва в панелна дискусия, посветена на ролята на банките за възстановяването след кризата.",11 юни 2020,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%b2-%d1%88%d1%83%d0%bc%d1%8a%d1%82-%d0%bd%d0%b0-%d0%bf%d0%b0%d1%80%d0%b8%d1%82%d0%b5-2020-%d0%bd%d0%b0%d0%bb%d0%b8-2/
384,финтех,"Асен Ягодин: Българската банкова система е пример за стабилност, ликвидност и много добра капиталова адекватност","Изпълнителният директор и член на УС на Пощенска банка участва в специализираната банкова конференция Banking Today, организирана от финансовия портал investor.bg",5 май 2023,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%b1%d1%8a%d0%bb%d0%b3%d0%b0%d1%80%d1%81%d0%ba%d0%b0%d1%82%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%be%d0%b2%d0%b0-%d1%81%d0%b8%d1%81%d1%82/
385,финтех,Асен Ягодин: Над 70% от банковите операции вече са дигитални и това е новата реалност в сектора,"Новата реалност в банковия сектор е свързана с неговата дигитализация и това са процеси, които ще продължат да се развиват все по-сериозно, отбеляза изпълнителният директор на Пощенска банка Асен Ягодин по време на участието си в подкаста “Парите говорят“.",26 януари 2021,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%bd%d0%b0%d0%b4-70-%d0%be%d1%82-%d0%b1%d0%b0%d0%bd%d0%ba%d0%be%d0%b2%d0%b8%d1%82%d0%b5-%d0%be%d0%bf%d0%b5%d1%80%d0%b0%d1%86%d0%b8/
386,финтех,Асен Ягодин: Над 70% от банковите операции вече са дигитални и това е новата реалност в сектора,"Новата реалност в банковия сектор е свързана с неговата дигитализация и това са процеси, които ще продължат да се развиват все по-сериозно, отбеляза изпълнителният директор на Пощенска банка Асен Ягодин по време на участието си в подкаста “Парите говорят“.",26 януари 2021,https://mediacenter.postbank.bg/%d0%b0%d1%81%d0%b5%d0%bd-%d1%8f%d0%b3%d0%be%d0%b4%d0%b8%d0%bd-%d0%bd%d0%b0%d0%b4-70-%d0%be%d1%82-%d0%b1%d0%b0%d0%bd%d0%ba%d0%be%d0%b2%d0%b8%d1%82%d0%b5-%d0%be%d0%bf%d0%b5%d1%80%d0%b0%d1%86%d0%b8-2/
387,финтех,"Банките в новото десетилетие – споделена икономика, сливания и хиперсегментиране","Васил Панчев, CIO в Пощенска банка анализира пред списание „CIO“ предизвикателствата пред банките в новото десетилетие – споделена икономика, сливания и хиперсегментиране.",26 февруари 2020,https://mediacenter.postbank.bg/%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8%d1%82%d0%b5-%d0%b2-%d0%bd%d0%be%d0%b2%d0%be%d1%82%d0%be-%d0%b4%d0%b5%d1%81%d0%b5%d1%82%d0%b8%d0%bb%d0%b5%d1%82%d0%b8%d0%b5-%d1%81%d0%bf%d0%be%d0%b4%d0%b5%d0%bb/
388,финтех,Банковият клон е вече в смартфоните,"Пощенска банка залага повече на собствени апликации, отколкото на външни предложения.",25 октомври 2017,https://mediacenter.postbank.bg/%d0%b1%d0%b0%d0%bd%d0%ba%d0%be%d0%b2%d0%b8%d1%8f%d1%82-%d0%ba%d0%bb%d0%be%d0%bd-%d0%b5-%d0%b2%d0%b5%d1%87%d0%b5-%d0%b2-%d1%81%d0%bc%d0%b0%d1%80%d1%82%d1%84%d0%be%d0%bd%d0%b8%d1%82%d0%b5/
389,финтех,Борислав Диков: Банката на бъдещето ще предлага персонализирани продукти и обслужване за всеки отделен клиент,"Борислав Диков, началник отдел “Дигитално банкиране“ в Пощенска банка, участва в престижния форум “Banking Today“, на който финансовата институция бе генерален партньор",11 май 2022,https://mediacenter.postbank.bg/%d0%b1%d0%be%d1%80%d0%b8%d1%81%d0%bb%d0%b0%d0%b2-%d0%b4%d0%b8%d0%ba%d0%be%d0%b2-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0%d1%82%d0%b0-%d0%bd%d0%b0-%d0%b1%d1%8a%d0%b4%d0%b5%d1%89%d0%b5%d1%82%d0%be-%d1%89%d0%b5/
390,финтех,"Борислав Диков: Банките са екосистеми, в които взаимодействаме с различни изпълнители, за да получат клиентите ни отлично изживяване","Борислав Диков, началник отдел “Дигитално банкиране” в Пощенска банка, участва в тазгодишното издание на водещата конференция “Финансов форум Иновации”. ",9 юни 2021,https://mediacenter.postbank.bg/%d0%b1%d0%be%d1%80%d0%b8%d1%81%d0%bb%d0%b0%d0%b2-%d0%b4%d0%b8%d0%ba%d0%be%d0%b2-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8%d1%82%d0%b5-%d1%81%d0%b0-%d0%b5%d0%ba%d0%be%d1%81%d0%b8%d1%81%d1%82%d0%b5%d0%bc%d0%b8/
391,финтех,"Борислав Диков: Банките са екосистеми, в които взаимодействаме с различни изпълнители, за да получат клиентите ни отлично изживяване","Борислав Диков, началник отдел “Дигитално банкиране” в Пощенска банка, участва в тазгодишното издание на водещата конференция “Финансов форум Иновации”. ",9 юни 2021,https://mediacenter.postbank.bg/%d0%b1%d0%be%d1%80%d0%b8%d1%81%d0%bb%d0%b0%d0%b2-%d0%b4%d0%b8%d0%ba%d0%be%d0%b2-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8%d1%82%d0%b5-%d1%81%d0%b0-%d0%b5%d0%ba%d0%be%d1%81%d0%b8%d1%81%d1%82%d0%b5%d0%bc%d0%b8-2/
392,финтех,"Васил Панчев беше гост-лектор в кръгла маса, посветена на отвореното банкиране","Васил Панчев, CIO в Пощенска банка, беше гост-лектор във виртуална кръгла маса, организирана от инфраструктурната платформа Konsentus. ",17 март 2022,https://mediacenter.postbank.bg/%d0%b2%d0%b0%d1%81%d0%b8%d0%bb-%d0%bf%d0%b0%d0%bd%d1%87%d0%b5%d0%b2-%d0%b1%d0%b5%d1%88%d0%b5-%d0%b3%d0%be%d1%81%d1%82-%d0%bb%d0%b5%d0%ba%d1%82%d0%be%d1%80-%d0%b2-%d0%ba%d1%80%d1%8a%d0%b3%d0%bb%d0%b0/
393,финтех,"Васил Панчев беше гост-лектор в кръгла маса, посветена на отвореното банкиране","Васил Панчев, CIO в Пощенска банка, беше гост-лектор във виртуална кръгла маса, организирана от инфраструктурната платформа Konsentus. ",17 март 2022,https://mediacenter.postbank.bg/%d0%b2%d0%b0%d1%81%d0%b8%d0%bb-%d0%bf%d0%b0%d0%bd%d1%87%d0%b5%d0%b2-%d0%b1%d0%b5%d1%88%d0%b5-%d0%b3%d0%be%d1%81%d1%82-%d0%bb%d0%b5%d0%ba%d1%82%d0%be%d1%80-%d0%b2-%d0%ba%d1%80%d1%8a%d0%b3%d0%bb%d0%b0-2/
394,финтех,Васил Сланчев: В Пощенска банка предлагаме активно управлявани и глобално диверсифицирани Люксембургски взаимни фондове,"Васил Сланчев, началник отдел “Частно банкиране и взаимни фондове“ в управление “Капиталови пазари“ на Пощенска банка участва в конференцията Investor Finance Forum. ",23 ноември 2021,https://mediacenter.postbank.bg/%d0%b2%d0%b0%d1%81%d0%b8%d0%bb-%d1%81%d0%bb%d0%b0%d0%bd%d1%87%d0%b5%d0%b2-%d0%b2-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%bf%d1%80%d0%b5%d0%b4%d0%bb%d0%b0/
395,финтех,Васил Сланчев: В Пощенска банка предлагаме активно управлявани и глобално диверсифицирани Люксембургски взаимни фондове,"Васил Сланчев, началник отдел “Частно банкиране и взаимни фондове“ в управление “Капиталови пазари“ на Пощенска банка участва в конференцията Investor Finance Forum. ",23 ноември 2021,https://mediacenter.postbank.bg/%d0%b2%d0%b0%d1%81%d0%b8%d0%bb-%d1%81%d0%bb%d0%b0%d0%bd%d1%87%d0%b5%d0%b2-%d0%b2-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%bf%d1%80%d0%b5%d0%b4%d0%bb%d0%b0-2/
396,финтех,Дигитализация на банките,"Дигитализация на банките
Безспорно една от водещите тенденции, която ще продължим да следим с екипа ми в Пощенска банка и през 2018 г., е дигитализацията на услугите и въвеждането на иновации на всички нива и във всички сектори на икономиката, не само в банковия. Със сигурност ще говорим все по-активно за дигитални портфейли, плащане с помощта на робот,
4 януари 2018
Научете повече",4 януари 2018,https://mediacenter.postbank.bg/%d0%b4%d0%b8%d0%b3%d0%b8%d1%82%d0%b0%d0%bb%d0%b8%d0%b7%d0%b0%d1%86%d0%b8%d1%8f-%d0%bd%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8%d1%82%d0%b5/
397,финтех,Димитър Шумаров на Fintech Summit 2022: Симбиозата между банките и финтех компаниите е факт и ще продължи да се развива,"“В областта на дигитализацията има два водещи фактора – бързина и сигурност. Те са само част от условията за първокласно клиентско изживяване, клиентите искат услуги, които непрекъснато се усъвършенстват и развиват“.",24 март 2022,https://mediacenter.postbank.bg/%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%8a%d1%80-%d1%88%d1%83%d0%bc%d0%b0%d1%80%d0%be%d0%b2-%d0%bd%d0%b0-fintech-summit-2022-%d1%81%d0%b8%d0%bc%d0%b1%d0%b8%d0%be%d0%b7%d0%b0%d1%82%d0%b0-%d0%bc%d0%b5%d0%b6/
398,финтех,Димитър Шумаров на Fintech Summit 2022: Симбиозата между банките и финтех компаниите е факт и ще продължи да се развива,"“В областта на дигитализацията има два водещи фактора – бързина и сигурност. Те са само част от условията за първокласно клиентско изживяване, клиентите искат услуги, които непрекъснато се усъвършенстват и развиват“.",24 март 2022,https://mediacenter.postbank.bg/%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%8a%d1%80-%d1%88%d1%83%d0%bc%d0%b0%d1%80%d0%be%d0%b2-%d0%bd%d0%b0-fintech-summit-2022-%d1%81%d0%b8%d0%bc%d0%b1%d0%b8%d0%be%d0%b7%d0%b0%d1%82%d0%b0-%d0%bc%d0%b5%d0%b6-2/
399,финтех,Димитър Шумаров: Сътрудничеството между банките и останалите участници в една екосистема е пътят към успеха,"Димитър Шумаров, главен финансов директор и член на УС на Пощенска банка участва в тазгодишното издание на престижното събитие “Финансов форум Иновации”. ",9 юни 2021,https://mediacenter.postbank.bg/%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%8a%d1%80-%d1%88%d1%83%d0%bc%d0%b0%d1%80%d0%be%d0%b2-%d1%81%d1%8a%d1%82%d1%80%d1%83%d0%b4%d0%bd%d0%b8%d1%87%d0%b5%d1%81%d1%82%d0%b2%d0%be%d1%82%d0%be-%d0%bc%d0%b5/
400,финтех,Димитър Шумаров: Сътрудничеството между банките и останалите участници в една екосистема е пътят към успеха,"Димитър Шумаров, главен финансов директор и член на УС на Пощенска банка участва в тазгодишното издание на престижното събитие “Финансов форум Иновации”. ",9 юни 2021,https://mediacenter.postbank.bg/%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%8a%d1%80-%d1%88%d1%83%d0%bc%d0%b0%d1%80%d0%be%d0%b2-%d1%81%d1%8a%d1%82%d1%80%d1%83%d0%b4%d0%bd%d0%b8%d1%87%d0%b5%d1%81%d1%82%d0%b2%d0%be%d1%82%d0%be-%d0%bc%d0%b5-2/
401,финтех,Златно отличие за Пощенска банка в европейски бизнес конкурс за най-добро клиентско преживяване в банкирането,Финансовата институция е сред победителите в 12-те категории на оспорваното състезание The Retail Banking: Europe 2019 Awards.,15 ноември 2019,https://mediacenter.postbank.bg/%d0%b7%d0%bb%d0%b0%d1%82%d0%bd%d0%be-%d0%be%d1%82%d0%bb%d0%b8%d1%87%d0%b8%d0%b5-%d0%b7%d0%b0-%d0%bf%d0%be%d1%89%d0%b5%d0%bd%d1%81%d0%ba%d0%b0-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b0-%d0%b2-%d0%b5%d0%b2%d1%80/
402,финтех,Илиян Котев беше лектор в онлайн дискусията Digital Finance Outreach 2020,"Илиян Котев, началник отдел “ИТ методология и управление” в управление “Информационни технологии” в Пощенска банка, беше лектор в онлайн дискусията Digital Finance Outreach 2020.",17 юни 2020,https://mediacenter.postbank.bg/%d0%b8%d0%bb%d0%b8%d1%8f%d0%bd-%d0%ba%d0%be%d1%82%d0%b5%d0%b2-%d0%b1%d0%b5%d1%88%d0%b5-%d0%bb%d0%b5%d0%ba%d1%82%d0%be%d1%80-%d0%b2-%d0%be%d0%bd%d0%bb%d0%b0%d0%b9%d0%bd-%d0%b4%d0%b8%d1%81%d0%ba%d1%83/
403,финтех,Илиян Котев беше лектор в онлайн дискусията Digital Finance Outreach 2020,"Илиян Котев, началник отдел “ИТ методология и управление” в управление “Информационни технологии” в Пощенска банка, беше лектор в онлайн дискусията Digital Finance Outreach 2020.",17 юни 2020,https://mediacenter.postbank.bg/%d0%b8%d0%bb%d0%b8%d1%8f%d0%bd-%d0%ba%d0%be%d1%82%d0%b5%d0%b2-%d0%b1%d0%b5%d1%88%d0%b5-%d0%bb%d0%b5%d0%ba%d1%82%d0%be%d1%80-%d0%b2-%d0%be%d0%bd%d0%bb%d0%b0%d0%b9%d0%bd-%d0%b4%d0%b8%d1%81%d0%ba%d1%83-2/
404,финтех,"Интервю на Петя Димитрова за “Капитал“, конференция “FinTech Summit” 2021","Навлизането на финтех компаниите в сектора активира един режим на “здравословна конкуренция“, която вече даде своите положителни резултати. ",31 март 2021,https://mediacenter.postbank.bg/%d0%b8%d0%bd%d1%82%d0%b5%d1%80%d0%b2%d1%8e-%d0%bd%d0%b0-%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%b7%d0%b0-%d0%ba%d0%b0%d0%bf%d0%b8%d1%82%d0%b0%d0%bb/
405,финтех,"Лина Върбанова на Digital Trends 2021: Всеки от сегментите, които развиваме, има еквивалент в дигитална и във физическа среда","Експерти от световни и български компании обсъдиха тенденциите и възможностите за развитие на електронната търговия, финтех услугите и предизвикателствата пред банките, по време на конференцията Digital Trends 2021.",27 октомври 2021,https://mediacenter.postbank.bg/%d0%bb%d0%b8%d0%bd%d0%b0-%d0%b2%d1%8a%d1%80%d0%b1%d0%b0%d0%bd%d0%be%d0%b2%d0%b0-%d0%bd%d0%b0-digital-trends-2021-%d0%b2%d1%81%d0%b5%d0%ba%d0%b8-%d0%be%d1%82-%d1%81%d0%b5%d0%b3%d0%bc%d0%b5%d0%bd%d1%82/
406,финтех,"Лина Върбанова на Digital Trends 2021: Всеки от сегментите, които развиваме, има еквивалент в дигитална и във физическа среда","Експерти от световни и български компании обсъдиха тенденциите и възможностите за развитие на електронната търговия, финтех услугите и предизвикателствата пред банките, по време на конференцията Digital Trends 2021.",27 октомври 2021,https://mediacenter.postbank.bg/%d0%bb%d0%b8%d0%bd%d0%b0-%d0%b2%d1%8a%d1%80%d0%b1%d0%b0%d0%bd%d0%be%d0%b2%d0%b0-%d0%bd%d0%b0-digital-trends-2021-%d0%b2%d1%81%d0%b5%d0%ba%d0%b8-%d0%be%d1%82-%d1%81%d0%b5%d0%b3%d0%bc%d0%b5%d0%bd-2/
407,финтех,Лина Върбанова участва в петото издание на ежегодния форум за дигитални финанси NEXT DIFI 2021,"Лина Върбанова, началник отдел CRM в Пощенска банка, участва в NEXT DIFI 2021. ",11 октомври 2021,https://mediacenter.postbank.bg/%d0%bb%d0%b8%d0%bd%d0%b0-%d0%b2%d1%8a%d1%80%d0%b1%d0%b0%d0%bd%d0%be%d0%b2%d0%b0-%d1%83%d1%87%d0%b0%d1%81%d1%82%d0%b2%d0%b0-%d0%b2-%d0%bf%d0%b5%d1%82%d0%be%d1%82%d0%be-%d0%b8%d0%b7%d0%b4%d0%b0%d0%bd/
408,финтех,Лина Върбанова участва в петото издание на ежегодния форум за дигитални финанси NEXT DIFI 2021,"Лина Върбанова, началник отдел CRM в Пощенска банка, участва в NEXT DIFI 2021. ",11 октомври 2021,https://mediacenter.postbank.bg/%d0%bb%d0%b8%d0%bd%d0%b0-%d0%b2%d1%8a%d1%80%d0%b1%d0%b0%d0%bd%d0%be%d0%b2%d0%b0-%d1%83%d1%87%d0%b0%d1%81%d1%82%d0%b2%d0%b0-%d0%b2-%d0%bf%d0%b5%d1%82%d0%be%d1%82%d0%be-%d0%b8%d0%b7%d0%b4%d0%b0%d0%bd-2/
409,финтех,Лина Върбанова: Навлизането на изкуствения интелект ще промени много бизнеси и голяма част от света ни,Осмото издание на международния форум за дигитални финанси Next DiFi се състоя в София,31 октомври 2023,https://mediacenter.postbank.bg/%d0%bb%d0%b8%d0%bd%d0%b0-%d0%b2%d1%8a%d1%80%d0%b1%d0%b0%d0%bd%d0%be%d0%b2%d0%b0-%d0%bd%d0%b0%d0%b2%d0%bb%d0%b8%d0%b7%d0%b0%d0%bd%d0%b5%d1%82%d0%be-%d0%bd%d0%b0-%d0%b8%d0%b7%d0%ba%d1%83%d1%81%d1%82/
410,финтех,Петя Димитрова на Финансов форум “Иновации”: Банката на бъдещето ще предоставя универсална услуга на своите клиенти благодарение на phygital банкиране,"Главният изпълнителен директор и председател на Управителния съвет на Пощенска банка участва в конференцията, организирана от Асоциация Банка на годината",9 юни 2022,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%bd%d0%b0-%d1%84%d0%b8%d0%bd%d0%b0%d0%bd%d1%81%d0%be%d0%b2-%d1%84%d0%be%d1%80%d1%83%d0%bc-%d0%b8%d0%bd%d0%be/
411,финтех,Петя Димитрова на Финансов форум “Иновации”: Банката на бъдещето ще предоставя универсална услуга на своите клиенти благодарение на phygital банкиране,"Главният изпълнителен директор и председател на Управителния съвет на Пощенска банка участва в конференцията, организирана от Асоциация Банка на годината",9 юни 2022,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%bd%d0%b0-%d1%84%d0%b8%d0%bd%d0%b0%d0%bd%d1%81%d0%be%d0%b2-%d1%84%d0%be%d1%80%d1%83%d0%bc-%d0%b8%d0%bd%d0%be-2/
412,финтех,"Петя Димитрова на “Fintech Summit 2021“: Банките вече са високотехнологични институции, готови да обслужват клиентите си дигитално","Петя Димитрова, главен изпълнителен директор и председател на Управителния съвет на Пощенска банка взе участие в годишната конференция “Fintech Summit 2021“. ",31 март 2021,https://mediacenter.postbank.bg/%d0%bf%d0%b5%d1%82%d1%8f-%d0%b4%d0%b8%d0%bc%d0%b8%d1%82%d1%80%d0%be%d0%b2%d0%b0-%d0%bd%d0%b0-fintech-summit-2021-%d0%b1%d0%b0%d0%bd%d0%ba%d0%b8%d1%82%d0%b5-%d0%b2%d0%b5%d1%87%d0%b5/
