,keyword,title,date,href
52,big data,https://www.ubb.bg/en/news/view/obb-i-dzi-otvarjat-laboratorija-za-inovacii-surfstudio,13 May 2019,https://www.ubb.bg/en/news/view/obb-i-dzi-otvarjat-laboratorija-za-inovacii-surfstudio
53,big data,https://www.ubb.bg/en/news/view/united-bulgarian-bank-is-bank-of-the-year,04 July 2019,https://www.ubb.bg/en/news/view/united-bulgarian-bank-is-bank-of-the-year
54,big data,https://www.ubb.bg/en/news/view/opiti-za-izmama-chrez-fishing-imejli,24 October 2019,https://www.ubb.bg/en/news/view/opiti-za-izmama-chrez-fishing-imejli
55,big data,https://www.ubb.bg/en/news/view/obb-se-razgranichava-ot-zlovredni-sms-ili-imeyl-saobshteniya-izvarshvani-ot-imeto-na-kompaniyata,13 July 2020,https://www.ubb.bg/en/news/view/obb-se-razgranichava-ot-zlovredni-sms-ili-imeyl-saobshteniya-izvarshvani-ot-imeto-na-kompaniyata
56,big data,https://www.ubb.bg/en/news/view/opiti-za-izmama-chrez-fishing-imeyli,19 August 2020,https://www.ubb.bg/en/news/view/opiti-za-izmama-chrez-fishing-imeyli
57,big data,https://www.ubb.bg/en/news/view/drujestvata-na-kbc-grup-v-balgariya-shte-namalyat-vaglerodniya-si-otpechatak-do-0-prez-2050-g,11 September 2020,https://www.ubb.bg/en/news/view/drujestvata-na-kbc-grup-v-balgariya-shte-namalyat-vaglerodniya-si-otpechatak-do-0-prez-2050-g
58,big data,https://www.ubb.bg/en/news/view/nova-funktsionalnost-v-obb-mobayl-pozvolyava-na-potrebitelite-da-tarsyat-nov-dom-prez-mobilnata-aplikatsiya,29 October 2020,https://www.ubb.bg/en/news/view/nova-funktsionalnost-v-obb-mobayl-pozvolyava-na-potrebitelite-da-tarsyat-nov-dom-prez-mobilnata-aplikatsiya
59,big data,https://www.ubb.bg/en/news/view/startira-tombola-s-nagradi-za-aktualizatsiya-na-klientski-danni-prez-obb-mobayl,27 April 2022,https://www.ubb.bg/en/news/view/startira-tombola-s-nagradi-za-aktualizatsiya-na-klientski-danni-prez-obb-mobayl
60,big data,https://www.ubb.bg/en/news/view/obb-prizovava-za-vnimanie-poradi-zachestili-signali-za-razprostranenie-na-zlovredni-onlayn-saobshteniya,23 August 2022,https://www.ubb.bg/en/news/view/obb-prizovava-za-vnimanie-poradi-zachestili-signali-za-razprostranenie-na-zlovredni-onlayn-saobshteniya
61,big data,https://www.ubb.bg/en/news/view/vremenno-preustanovyavane-na-dostapa-do-obb-mobayl-ot-20-00-ch-na-20-yanuari-petak-do-22-00-ch-na-22-yanuari-nedelya,19 January 2023,https://www.ubb.bg/en/news/view/vremenno-preustanovyavane-na-dostapa-do-obb-mobayl-ot-20-00-ch-na-20-yanuari-petak-do-22-00-ch-na-22-yanuari-nedelya
62,big data,https://www.ubb.bg/en/news/view/obb-inflatsiyata-otstapva-koleblivo,15 February 2023,https://www.ubb.bg/en/news/view/obb-inflatsiyata-otstapva-koleblivo
63,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-higher-inflation-will-affect-negatively-household-consumption,12 November 2012,https://www.ubb.bg/en/news/view/raiffeisenbank-higher-inflation-will-affect-negatively-household-consumption
64,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-positive-signals-main-economic-indicators-against-backdrop-increasing-uncertainty-external-markets,07 August 2012,https://www.ubb.bg/en/news/view/raiffeisenbank-positive-signals-main-economic-indicators-against-backdrop-increasing-uncertainty-external-markets
65,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-growth-better-expected-q1-we-maintain-our-forecast-1-gdp-increase-year,12 June 2012,https://www.ubb.bg/en/news/view/raiffeisenbank-growth-better-expected-q1-we-maintain-our-forecast-1-gdp-increase-year
66,big data,https://www.ubb.bg/en/news/view/raiffeisenbank-over-bgn-50-million-profit-after-tax-2011,09 April 2012,https://www.ubb.bg/en/news/view/raiffeisenbank-over-bgn-50-million-profit-after-tax-2011
